Original ID,Name,Reference,DOI,Year,Journal,Kingdom,Genus,Species,State,Location,SMILES
FQNP293,Geranin_D,J_Agric_Food_Chem_2005;53(6):1996-2001,10.1021/jf0483725,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Geranium,Geranium_niveum,Chihuahua,Bocoyna,Oc1ccc([C@H]2Oc3c(c(O)cc4c3[C@H]3c5c(O)cc6c(c5O[C@@](c5ccc(O)cc5)(O4)[C@H]3O)[C@H]3c4c(O)cc(O)cc4O[C@@](c4ccc(O)cc4)(O6)[C@@H]3O)C[C@@H]2O)cc1
FQNP294,Fumonisin_B1,J_Agric_Food_Chem_2005;53(22):8565-71,10.1021/jf0514827,2005,Phytochemistry,Fungus,Fusarium,Fusarium_verticillioides,Sonora,Yaqui_Valley,CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N
FQNP295,(2S_3S)-5-hydroxy-6_8-dimethoxy-2_3-dimethyl-4H-2_3-dihydronaphtho[2_3-b]-pyran-4-one,J_Agric_Food_Chem_2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal_of_Agricultural_and_Food_Chemistry,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Ocotlitlan,COc1cc(OC)c2c(O)c3c(cc2c1)O[C@@H](C)[C@H](C)C3=O
FQNP296,(2S_3S)-5-hydroxy-6_8_10-trimethoxy-2_3-dimethyl-4H2_3-dihydronaphtho[2_3-b]-pyran-4-one,J_Agric_Food_Chem_2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal_of_Agricultural_and_Food_Chemistry,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Ocotlitlan,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)O[C@@H](C)[C@H](C)C3=O
FQNP297,(2S)-5-hydroxy-6_8-dimethoxy-2-methyl-4H-2_3-dihydronaphtho[2_3-b]-pyran-4-one,J_Agric_Food_Chem_2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal_of_Agricultural_and_Food_Chemistry,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Ocotlitlan,COc1cc(OC)c2c(O)c3c(cc2c1)O[C@@H](C)CC3=O
FQNP298,(2S)-5-hydroxy-6_8_10-trimethoxy-2-methyl-4H-2_3-dihydronaphtho[2_3-b]-pyran-4-one,J_Agric_Food_Chem_2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal_of_Agricultural_and_Food_Chemistry,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Ocotlitlan,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)O[C@@H](C)CC3=O
FQNP304,Citrinin,J_Agric_Food_Chem_2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal_of_Agricultural_and_Food_Chemistry,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Ocotlitlan,CC1=C2C(=CO[C@@H](C)[C@@H]2C)C(O)=C(C(=O)O)C1=O
FQNP307,2_3-Dihydrorobustaflavone_5-methyl_ether,J_Agric_Food_Chem_2008;56_(16):6994-7000,10.1021/jf8010432,2008,Journal_of_Agricultural_and_Food_Chemistry,Plant,Selaginella,Selaginella_lepidophylla,Ciudad_de_Mexico,Mercado_de_Sonora,COc1cc(O)cc2c1C(=O)C[C@@H](c1ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c1)O2
FQNP310,4'-Hydroxy-3_3'_5-trimethoxybibenzyl,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,COc1cc(CCc2ccc(O)c(OC)c2)cc(OC)c1
FQNP311,3_3'_4'_5-tetramethoxybibenzyl,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,COc1cc(CCc2ccc(OC)c(OC)c2)cc(OC)c1
FQNP312,3_4'-dihydroxy-5-methoxybibenzyl,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,COc1cc(O)cc(CCc2ccc(O)cc2)c1
FQNP313,3'-O-methylbatatasin_III,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,COc1cccc(CCc2cc(O)cc(OC)c2)c1
FQNP314,3_3'_5-trihydroxybibenzyl,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,Oc1cccc(CCc2cc(O)cc(O)c2)c1
FQNP315,3_4'_5-Trihydroxybibenzyl,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,Oc1ccc(CCc2cc(O)cc(O)c2)cc1
FQNP316,2_3-dimethoxy-9_10-dihydrophenanthrene-4_7-diol,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,COc1cc2c(c(O)c1OC)-c1ccc(O)cc1CC2
FQNP317,Apigenin,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
FQNP318,3_4_9-trimethoxyphenanthrene-2_5-diol,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,COc1c(O)cc2cc(OC)c3cccc(O)c3c2c1OC
FQNP319,Isovitexin,J_Agric_Food_Chem_2005;53_(16):6276-6280,10.1021/jf0508044,2005,Journal_of_Agricultural_and_Food_Chemistry,Plant,Epidendrum,Epidendrum_rigidum,Veracruz,Catemaco,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12
FQNP321,Lasiodiplodin,J_Agric_Food_Chem_2007;55_(10):4217-4221,10.1021/jf070082b,2007,Journal_of_Agricultural_and_Food_Chemistry,Fungus,Botryosphaeria,Botryosphaeria_rhodina,Not_specified,Not_specified,COc1cc(O)cc2c1C(=O)O[C@@H](C)CCCCCCC2
FQNP322,p-Hydroxyphenylethanol,J_Agric_Food_Chem_2007;55_(10):4217-4221,10.1021/jf070082b,2007,Journal_of_Agricultural_and_Food_Chemistry,Fungus,Botryosphaeria,Botryosphaeria_rhodina,Not_specified,Not_specified,OCCc1ccc(O)cc1
FQNP323,Inosin,J_Agric_Food_Chem_2007;55_(10):4217-4221,10.1021/jf070082b,2007,Journal_of_Agricultural_and_Food_Chemistry,Fungus,Botryosphaeria,Botryosphaeria_rhodina,Not_specified,Not_specified,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
FQNP324,Ergosterol,J_Agric_Food_Chem_2007;55_(10):4217-4221,10.1021/jf070082b,2007,Journal_of_Agricultural_and_Food_Chemistry,Fungus,Botryosphaeria,Botryosphaeria_rhodina,Not_specified,Not_specified,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
FQNP330,Purgic_acid_A,J_Nat_Prod_2006;69_(10):1460-1466,10.1021/np060295f,2006,Journal_of_Natural_Products,Plant,Ipomoea,Ipomoea_purga,Veracruz,Coxmatla,CCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
FQNP331,Purgic_acid_B,J_Nat_Prod_2006;69_(10):1460-1466,10.1021/np060295f,2006,Journal_of_Natural_Products,Plant,Ipomoea,Ipomoea_purga,Veracruz,Coxmatla,CCCCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
FQNP332,Scammonic_acid_A,J_Nat_Prod_2006;69_(10):1460-1466,10.1021/np060295f,2006,Journal_of_Natural_Products,Plant,Ipomoea,Ipomoea_purga,Veracruz,Coxmatla,CCCCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
FQNP333,Operculinic_acid_B,J_Nat_Prod_2006;69_(10):1460-1466,10.1021/np060295f,2006,Journal_of_Natural_Products,Plant,Ipomoea,Ipomoea_purga,Veracruz,Coxmatla,CCCCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@@H](O)[C@H]1O
FQNP334,Purgic_acid_A_methyl_ester,J_Nat_Prod_2006;69_(10):1460-1466,10.1021/np060295f,2006,Journal_of_Natural_Products,Plant,Ipomoea,Ipomoea_purga,Veracruz,Coxmatla,CCCC(CCCCCCCCCC(=O)OC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
FQNP335,Purgic_acid_B_methyl_ester,J_Nat_Prod_2006;69_(10):1460-1466,10.1021/np060295f,2006,Journal_of_Natural_Products,Plant,Ipomoea,Ipomoea_purga,Veracruz,Coxmatla,CCCCCC(CCCCCCCCCC(=O)OC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
FQNP340,5-hydroxy-6_8-dimethoxy-2_3-dimethyl-4H-naphtho[2_3-b]-pyran-4-one,J_Nat_Prod_2000;63_(6):757-761,10.1021/np990534h,2000,Journal_of_Natural_Products,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Tepoztlan,COc1cc(OC)c2c(O)c3c(=O)c(C)c(C)oc3cc2c1
FQNP341,Rubrofusarin_B,J_Nat_Prod_2000;63_(6):757-761,10.1021/np990534h,2000,Journal_of_Natural_Products,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Tepoztlan,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3cc2c1
FQNP342,Emodin,J_Nat_Prod_2000;63_(6):757-761,10.1021/np990534h,2000,Journal_of_Natural_Products,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Tepoztlan,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
FQNP343,Citrinin,J_Nat_Prod_2000;63_(6):757-761,10.1021/np990534h,2000,Journal_of_Natural_Products,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Tepoztlan,CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O
FQNP344,4-hydroxybenzoic_acid_methyl_ester,J_Nat_Prod_2000;63_(6):757-761,10.1021/np990534h,2000,Journal_of_Natural_Products,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Tepoztlan,COC(=O)c1ccc(O)cc1
FQNP345,Tillandsinone,J_Nat_Prod_2001;64_(7):953-955,10.1021/np0100744,2001,Journal_of_Natural_Products,Plant,Tillandsia,Tillandsia_fasciculata,Quintana_Roo,El_Eden,C=C(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C
FQNP346,Cyclolaudenyl_formate,J_Nat_Prod_2001;64_(7):953-955,10.1021/np0100744,2001,Journal_of_Natural_Products,Plant,Tillandsia,Tillandsia_fasciculata,Quintana_Roo,El_Eden,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](OC=O)CC[C@@]45C[C@@]35CC[C@]12C
FQNP347,Cyclolaudenone,J_Nat_Prod_2001;64_(7):953-955,10.1021/np0100744,2001,Journal_of_Natural_Products,Plant,Tillandsia,Tillandsia_fasciculata,Quintana_Roo,El_Eden,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C
FQNP348,Cyclolaudenol,J_Nat_Prod_2001;64_(7):953-955,10.1021/np0100744,2001,Journal_of_Natural_Products,Plant,Tillandsia,Tillandsia_fasciculata,Quintana_Roo,El_Eden,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
FQNP349,Cyclolaudenyl_Acetate,J_Nat_Prod_2001;64_(7):953-955,10.1021/np0100744,2001,Journal_of_Natural_Products,Plant,Tillandsia,Tillandsia_fasciculata,Quintana_Roo,El_Eden,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](OC(C)=O)CC[C@@]45C[C@@]35CC[C@]12C
FQNP350,Propionic_acid_(9R_10R)-9-acetoxy-8_8-dimethyl-9_10-dihydro-2H_8H-benzo[1_2-b:3_4-b']dipyran-2-one-10-yl_ester,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,CCC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(C)=O
FQNP351,Isobutyric_acid_(9R_10R)-9-hydroxy-8_8-dimethyl-9_10-dihydro-2H_8H-benzo[1_2-b:3_4-b']-dipyran-2-one-10-yl_ester,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,CC(C)C(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1O
FQNP352,Quianhucoumarin_A,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,C/C=C(/C)C(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1O
FQNP353,2-methylbut-(2Z)-enoic_acid_(9R_10R)-10-hydroxy-8_8-dimethyl-9_10-dihydro-2H_8H-benzo[1_2-b:3_4-b']dipyran-2-one-9-yl_ester,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,C/C=C(/C)C(=O)O[C@@H]1[C@H](O)c2c(ccc3ccc(=O)oc23)OC1(C)C
FQNP354,Seravshanin,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,CC(=O)O[C@@H]1[C@H](OC(=O)C(C)C)c2c(ccc3ccc(=O)oc23)OC1(C)C
FQNP355,Quianhucoumarin_D,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,CC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(C)=O
FQNP356,(+)-ciskhellactone,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,CC1(C)Oc2ccc3ccc(=O)oc3c2[C@@H](O)[C@H]1O
FQNP357,Jatamansin,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,C/C=C(/C)C(=O)O[C@@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C
FQNP358,Isobutyric_acid_(9R)-8_8-dimethyl-9_10-dihydro-2H_8H-benzo[1_2-b:3_4-b']dipyran-2-one-9-yl_ester,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,CC(C)C(=O)O[C@@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C
FQNP359,2-methylbut-(2Z)-enoic_acid_(3R)-5-methoxy-3_4-dihydro-2_2_8-trimethyl-6-oxo-2H_6H-benzo[1_2-b:5_4-b']dipyran-3-yl_ester,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,C/C=C(/C)C(=O)O[C@@H]1Cc2c(cc3oc(C)cc(=O)c3c2OC)OC1(C)C
FQNP360,Isobutyric_acid_(3R)-5-methoxy-3_4-dihydro-2_2_8-trimethyl-6-oxo-2H_6H-benzo[1_2-b:5_4-b']dipyran-3-yl_ester,J_Nat_Prod_2002;65_(6):828-834,10.1021/np010448t,2002,Journal_of_Natural_Products,Plant,Prionosciadium,Prionosciadium_watsoni,San_Luis_Potosi,Sierra_Alvarez,COc1c2c(cc3oc(C)cc(=O)c13)OC(C)(C)[C@H](OC(=O)C(C)C)C2
FQNP361,Gnaphaliin_A,J_Nat_Prod_2009;72_(6):1061-1064,10.1021/np800746j,2009,Journal_of_Natural_Products,Plant,Gnaphalium,Gnaphalium_liebmannii,Estado_de_Mexico,Texcoco,COc1c(-c2ccccc2)oc2c(OC)c(O)cc(O)c2c1=O
FQNP362,Gnaphaliin_B,J_Nat_Prod_2009;72_(6):1061-1064,10.1021/np800746j,2009,Journal_of_Natural_Products,Plant,Gnaphalium,Gnaphalium_liebmannii,Estado_de_Mexico,Texcoco,COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC
FQNP363,Nidemone,J_Nat_Prod_2004;67_(2):160-167,10.1021/np030303h,2004,Journal_of_Natural_Products,Plant,Nidema,Nidema_boothii,Veracruz,Catemaco,COC1=CC(=O)CC12CCc1cccc(O)c1C2=O
FQNP364,Aloifol_II,J_Nat_Prod_2004;67_(2):160-167,10.1021/np030303h,2004,Journal_of_Natural_Products,Plant,Nidema,Nidema_boothii,Veracruz,Catemaco,COc1cc(CCc2cc(OC)c(O)c(OC)c2)ccc1O
FQNP367,Ephemeranthoquinone,J_Nat_Prod_2004;67_(2):160-167,10.1021/np030303h,2004,Journal_of_Natural_Products,Plant,Nidema,Nidema_boothii,Veracruz,Catemaco,COC1=CC(=O)C2=C(CCc3cc(O)ccc32)C1=O
FQNP369,Ephemeranthol_B,J_Nat_Prod_2004;67_(2):160-167,10.1021/np030303h,2004,Journal_of_Natural_Products,Plant,Nidema,Nidema_boothii,Veracruz,Catemaco,COc1cc2c(c(OC)c1O)-c1ccc(O)cc1CC2
FQNP371,Lusianthridin,J_Nat_Prod_2004;67_(2):160-167,10.1021/np030303h,2004,Journal_of_Natural_Products,Plant,Nidema,Nidema_boothii,Veracruz,Catemaco,COc1cc(O)c2c(c1)CCc1cc(O)ccc1-2
FQNP373,Hofmeisterin,J_Nat_Prod_2005;68_(6):959-962,10.1021/np0501278,2005,Journal_of_Natural_Products,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,CC(=O)OCC(=O)c1ccc(C)cc1O
FQNP374,3'_4'_4a'_9a'-tetrahydro-6_7'-dimethylspiro[benzofuran-3(2H)_2'-pyrano[2_3-b]benzofuran]-2_4a'-diol,J_Nat_Prod_2005;68_(6):959-962,10.1021/np0501278,2005,Journal_of_Natural_Products,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,Cc1ccc2c(c1)O[C@H](O)[C@]21CC[C@@]2(O)c3ccc(C)cc3O[C@H]2O1
FQNP375,1'-Isovaleroyloxy-4-O-isobutyryleugenol,J_Nat_Prod_2002;65_(7):1030-1032,10.1021/np010615p,2002,Journal_of_Natural_Products,Plant,Cosmos,Cosmos_pringlei,Chihuahua,El_Alamillo,C=CC(OC(=O)CC(C)C)c1ccc(OC(=O)C(C)C)c(OC)c1
FQNP376,Zaluzanin_C_isobutyrate,J_Nat_Prod_2002;65_(7):1030-1032,10.1021/np010615p,2002,Journal_of_Natural_Products,Plant,Cosmos,Cosmos_pringlei,Chihuahua,El_Alamillo,C=C1C(=O)O[C@H]2C1CCC(=C)[C@@H]1C[C@H](OC(=O)C(C)C)C(=C)[C@H]21
FQNP377,Zaluzanin_C_isovalerate,J_Nat_Prod_2002;65_(7):1030-1032,10.1021/np010615p,2002,Journal_of_Natural_Products,Plant,Cosmos,Cosmos_pringlei,Chihuahua,El_Alamillo,C=C1C(=O)O[C@H]2C1CCC(=C)[C@@H]1C[C@H](OC(=O)CC(C)C)C(=C)[C@H]21
FQNP378,1'-isobutiroyloxy-4-O-isobutyryleugenol,J_Nat_Prod_2002;65_(7):1030-1032,10.1021/np010615p,2002,Journal_of_Natural_Products,Plant,Cosmos,Cosmos_pringlei,Chihuahua,El_Alamillo,C=CC(OC(=O)C(C)C)c1ccc(OC(=O)C(C)C)c(OC)c1
FQNP379,Dehydrocostus_lactone,J_Nat_Prod_2002;65_(7):1030-1032,10.1021/np010615p,2002,Journal_of_Natural_Products,Plant,Cosmos,Cosmos_pringlei,Chihuahua,El_Alamillo,C=C1C(=O)O[C@H]2C1CCC(=C)[C@@H]1CCC(=C)[C@H]21
FQNP380,Costunolide,J_Nat_Prod_2002;65_(7):1030-1032,10.1021/np010615p,2002,Journal_of_Natural_Products,Plant,Cosmos,Cosmos_pringlei,Chihuahua,El_Alamillo,C=C1C(=O)O[C@@H]2C/C(C)=C\C=C/C(C)CC[C@@H]12
FQNP381,15-isovaleroyloxycostunolide,J_Nat_Prod_2002;65_(7):1030-1032,10.1021/np010615p,2002,Journal_of_Natural_Products,Plant,Cosmos,Cosmos_pringlei,Chihuahua,El_Alamillo,C=C1C(=O)O[C@@H]2C/C(COC(=O)CC(C)C)=C\C=C/C(C)CC[C@@H]12
FQNP382,15-isobutiroyloxycostunolide,J_Nat_Prod_2002;65_(7):1030-1032,10.1021/np010615p,2002,Journal_of_Natural_Products,Plant,Cosmos,Cosmos_pringlei,Chihuahua,El_Alamillo,C=C1C(=O)O[C@@H]2C/C(COC(=O)C(C)C)=C\C=C/C(C)CC[C@@H]12
FQNP384,4-(1'_5'-dimethylhex-4'-enyl)-2-methylphenol,J_Nat_Prod_2001;64_(7):911-914,10.1021/np010076o,2001,Journal_of_Natural_Products,Plant,Iostephane,Iostephane_heterophylla,San_Luis_Potosi,San_Luis_Potosi,CC(C)=CCC[C@@H](C)c1ccc(O)c(C)c1
FQNP385,2'-methoxykobusin,J_Nat_Prod_2003;66_(2):221-224,10.1021/np020346i,2003,Journal_of_Natural_Products,Plant,Leucophyllum,Leucophyllum_ambiguum,San_Luis_Potosi,San_Luis_Potosi,COc1ccc([C@H]2OC[C@@H]3[C@@H](c4ccc5c(c4C)OCO5)OC[C@H]23)cc1OC
FQNP386,2'-methoxy4''-hydroxydemethoxykobusin,J_Nat_Prod_2003;66_(2):221-224,10.1021/np020346i,2003,Journal_of_Natural_Products,Plant,Leucophyllum,Leucophyllum_ambiguum,San_Luis_Potosi,San_Luis_Potosi,COc1ccc([C@H]2OC[C@@H]3[C@@H](c4ccc5c(c4)OCO5)OC[C@H]23)cc1OC
FQNP387,Kobusin,J_Nat_Prod_2003;66_(2):221-224,10.1021/np020346i,2003,Journal_of_Natural_Products,Plant,Leucophyllum,Leucophyllum_ambiguum,San_Luis_Potosi,San_Luis_Potosi,COc1cc([C@H]2OC[C@@H]3[C@@H](c4ccc5c(c4C)OCO5)OC[C@H]23)ccc1O
FQNP388,2'_2''-dimethoxysesamin,J_Nat_Prod_2003;66_(2):221-224,10.1021/np020346i,2003,Journal_of_Natural_Products,Plant,Leucophyllum,Leucophyllum_ambiguum,San_Luis_Potosi,San_Luis_Potosi,COc1c([C@H]2OC[C@@H]3[C@@H](c4ccc5c(c4OC)OCO5)OC[C@H]23)ccc2c1OCO2
FQNP389,Lecanorin,J_Nat_Prod_2000;63_(10):1396-1399,10.1021/np0001326,2000,Journal_of_Natural_Products,Fungus,Parmotrema,Parmotrema_tinctorum,Veracruz,Los_Tuxtlas,Cc1cc(O)cc(OC(=O)c2c(C)cc(O)cc2O)c1
FQNP390,Gyrophoric_acid,J_Nat_Prod_2000;63_(10):1396-1399,10.1021/np0001326,2000,Journal_of_Natural_Products,Fungus,Parmotrema,Parmotrema_tinctorum,Veracruz,Los_Tuxtlas,Cc1cc(OC(=O)c2c(C)cc(OC(=O)c3c(C)cc(O)cc3O)cc2O)cc(O)c1C(=O)O
FQNP391,Methyl_haematommate,J_Nat_Prod_2000;63_(10):1396-1399,10.1021/np0001326,2000,Journal_of_Natural_Products,Fungus,Parmotrema,Parmotrema_tinctorum,Veracruz,Los_Tuxtlas,COC(=O)c1c(C)cc(O)c(C=O)c1O
